IsCanceled,LeadTime,Adults,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,BookingChanges,DepositType,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,hotel,StatuMinusArrivalDate,TotalNights,RoomMatch,TotalPeople,HaveChild
1,1,1,3,141,6,3,0,0,0,0,0,2,4,0,1,1,3,1,1,1,0
1,4,1,0,136,5,3,0,0,0,0,0,2,1,0,0,0,1,4,1,1,0
1,3,1,3,32,6,3,0,0,0,0,0,2,2,0,0,1,2,1,1,1,0
1,3,1,0,136,6,3,0,1,0,0,0,2,1,0,2,0,3,1,1,1,0
1,2,1,0,52,6,3,0,0,0,0,0,2,4,0,0,1,1,3,1,2,1
1,4,1,0,82,6,3,0,0,0,0,0,2,3,0,0,1,3,3,1,1,0
1,4,1,0,136,4,3,0,0,0,0,1,2,2,0,0,1,1,1,1,1,0
1,2,1,2,136,6,3,0,0,0,0,0,2,4,0,0,0,2,3,1,1,0
1,4,1,0,136,4,3,0,0,0,0,1,2,1,0,0,1,2,2,1,1,0
1,4,1,0,2,6,3,0,0,0,0,0,2,4,0,1,0,3,3,1,2,1
1,4,1,3,57,6,3,0,0,0,2,0,2,2,0,0,1,3,3,1,1,0
1,3,1,2,52,6,3,0,0,0,0,0,2,4,0,2,0,2,3,1,1,0
1,3,1,0,136,6,3,0,0,0,0,0,0,1,0,2,1,3,3,1,1,0
1,2,2,0,60,6,3,0,0,0,0,0,2,4,0,0,1,1,1,1,2,0
1,1,1,0,12,3,1,0,0,0,0,0,2,4,0,0,1,2,1,1,1,0
1,4,1,0,57,6,3,0,0,0,0,0,2,3,0,0,1,2,1,1,1,0
1,2,1,0,136,3,1,0,0,0,1,0,2,4,0,1,1,2,3,1,1,0
1,4,1,0,26,6,3,0,0,0,0,0,2,4,0,1,1,1,4,1,1,0
1,3,1,3,44,6,3,0,0,0,0,0,2,3,0,1,1,1,1,1,1,0
1,3,1,0,77,6,3,0,0,0,0,0,2,2,0,0,0,3,4,1,2,1
1,2,1,0,136,6,3,0,0,0,0,0,2,1,0,0,0,1,4,1,1,0
1,2,1,0,136,2,1,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0
1,4,1,0,52,6,3,0,0,0,0,0,2,4,0,0,1,3,2,1,2,1
1,2,1,3,136,6,3,0,1,0,0,0,2,2,0,1,1,3,1,1,1,0
1,1,1,0,136,1,1,0,0,0,0,0,2,1,0,1,1,1,1,1,1,0
1,2,1,0,32,6,3,0,0,0,0,0,2,3,0,0,1,1,4,1,1,0
1,4,1,0,124,6,3,0,0,0,0,0,2,3,0,0,1,1,3,1,1,0
1,4,1,0,136,5,3,0,0,0,0,1,2,1,0,0,1,1,1,1,1,0
1,2,1,0,60,6,3,0,0,0,0,0,2,1,0,0,0,1,3,1,1,0
1,2,1,0,136,6,3,0,0,0,0,0,2,2,0,0,1,2,3,1,1,0
1,3,1,0,155,6,3,0,0,0,0,0,2,4,0,2,1,3,1,1,1,0
1,2,1,0,33,6,3,0,0,0,1,0,2,4,0,1,1,1,3,1,1,0
1,2,1,0,26,3,1,0,0,0,0,0,2,4,0,0,1,1,4,1,2,1
1,3,1,3,32,6,3,0,0,0,0,0,2,1,0,1,1,1,1,1,1,0
1,4,1,0,30,6,3,0,0,0,0,0,2,3,0,2,1,1,3,1,2,1
1,3,1,3,163,6,3,0,0,0,0,0,2,3,0,0,1,3,2,1,1,0
1,4,2,0,77,6,3,0,0,0,0,0,2,4,0,1,1,2,1,1,2,0
1,4,2,0,44,6,3,0,0,0,0,0,2,4,0,1,1,1,4,1,2,0
1,2,1,0,52,6,3,0,0,0,0,0,2,4,0,3,0,1,2,1,1,0
1,3,1,0,2,6,3,0,0,0,0,0,2,4,0,0,1,1,4,1,2,1
1,4,2,2,141,6,3,0,0,0,0,0,2,4,0,0,1,1,4,1,2,0
1,3,1,3,44,6,3,0,0,0,2,0,2,2,0,1,1,1,2,1,1,0
1,2,1,0,136,6,3,0,1,0,0,0,2,3,0,0,1,2,2,1,1,0
1,4,1,0,136,5,3,0,0,0,0,0,2,2,0,0,1,1,2,0,1,0
1,3,1,3,124,6,3,0,0,0,0,0,2,4,0,0,1,3,1,1,1,0
1,3,1,0,86,6,3,0,0,0,0,0,2,3,0,0,1,3,1,1,1,0
1,4,2,0,30,6,3,0,0,0,0,0,2,4,0,1,1,1,3,1,2,0
1,4,1,3,57,6,3,0,0,0,0,0,2,2,0,0,1,3,3,1,1,0
1,1,2,0,136,6,3,0,0,0,0,0,2,4,0,0,1,3,3,1,2,0
1,4,2,0,26,6,3,0,0,0,0,0,2,4,0,2,1,3,3,1,2,0
1,3,1,0,52,6,3,0,0,0,0,0,2,2,0,0,1,1,1,1,1,0
1,3,1,3,52,6,3,0,0,0,0,0,2,2,0,0,1,3,3,1,1,0
1,2,1,0,136,1,1,0,0,0,0,0,2,1,0,0,1,1,1,1,1,0
1,4,1,3,77,6,3,0,0,0,0,0,3,2,0,0,1,1,1,1,1,0
1,2,1,0,136,6,3,0,0,0,0,0,2,2,0,1,1,1,2,1,1,0
1,3,1,3,30,6,3,0,0,0,0,0,2,2,0,1,1,1,1,1,1,0
1,4,1,0,26,6,3,0,0,0,0,0,2,3,0,1,1,1,4,1,1,0
1,4,1,0,57,6,3,0,0,0,0,0,2,2,0,0,1,1,4,1,1,0
1,4,1,0,57,6,3,0,0,0,0,0,2,2,0,0,0,1,4,1,1,0
1,4,1,0,136,6,3,0,0,0,2,0,2,1,0,1,0,1,3,1,1,0
1,4,1,0,60,3,3,0,1,1,0,0,2,3,0,1,0,1,4,1,1,0
1,3,1,0,30,6,3,0,0,0,0,0,2,1,0,0,0,2,1,1,1,0
1,3,1,0,136,5,3,0,0,0,0,0,2,1,0,0,0,1,3,1,1,0
1,3,1,0,136,6,3,0,0,0,0,0,2,2,0,0,1,1,4,1,1,0
1,4,1,0,52,3,1,0,0,0,0,0,2,3,0,1,1,1,3,1,2,1
1,4,1,0,136,5,3,0,0,0,0,0,3,3,0,0,1,1,1,1,1,0
1,4,1,0,60,6,3,0,0,0,0,0,2,3,0,0,1,1,1,1,2,1
1,4,1,0,60,6,3,0,0,0,0,0,2,3,0,0,1,1,4,1,1,0
1,4,1,0,136,6,3,0,0,0,0,0,2,4,0,2,0,3,4,1,1,0
1,3,1,0,136,4,3,0,0,0,0,1,2,3,0,0,1,3,1,1,1,0
1,4,1,0,44,6,3,0,0,0,0,0,2,3,0,0,1,1,3,1,1,0
1,4,1,0,57,6,3,0,0,0,1,0,2,3,0,1,1,1,3,0,1,0
1,3,1,0,136,6,3,0,0,0,0,0,2,3,0,0,0,1,3,1,1,0
1,2,1,0,136,3,1,0,0,0,0,0,2,4,0,0,0,2,1,0,1,0
1,2,1,0,136,3,1,0,0,0,0,0,2,3,0,0,0,2,1,1,1,0
1,4,1,0,12,6,3,0,0,0,0,0,2,2,0,0,1,3,2,1,1,0
1,3,1,0,136,5,3,0,0,0,0,0,2,1,0,0,0,3,3,1,1,0
1,2,1,0,52,6,3,0,0,0,0,0,2,3,0,2,1,1,2,1,1,0
1,3,2,0,82,6,3,0,0,0,0,0,2,4,0,0,1,3,3,1,2,0
1,2,1,0,125,6,3,0,0,0,0,0,2,3,0,0,1,2,2,1,1,0
1,4,1,0,136,6,3,0,0,0,0,0,2,1,0,0,0,1,2,1,1,0
1,4,1,0,44,6,3,0,0,0,0,0,2,3,0,1,1,1,2,1,2,1
1,3,1,0,60,6,3,0,0,0,0,0,2,2,0,1,0,3,3,1,1,0
1,1,1,0,44,6,3,0,0,0,0,0,2,3,0,0,1,2,1,1,1,0
1,4,1,0,44,6,3,0,0,0,0,0,2,3,0,0,1,1,2,1,1,0
1,3,1,0,57,6,3,0,0,0,0,0,2,4,0,0,1,1,2,1,1,0
1,3,1,0,52,6,3,0,0,0,1,0,2,3,0,0,1,1,2,1,1,0
1,1,1,0,136,6,3,0,0,0,0,0,0,3,0,2,1,2,1,1,1,0
1,2,1,0,57,6,3,0,0,0,0,0,2,1,0,0,1,1,3,1,1,0
1,4,1,0,136,6,3,0,0,0,0,0,2,3,0,3,0,1,4,1,1,0
1,2,1,0,57,6,3,0,0,0,2,0,2,2,0,1,1,3,3,1,1,0
1,4,1,0,82,6,3,0,0,0,0,0,2,4,0,0,1,1,3,1,2,1
1,3,2,0,163,6,3,0,0,0,0,0,2,3,0,1,1,2,3,1,2,0
1,4,2,0,44,6,3,0,0,0,0,0,2,3,0,2,1,3,1,1,2,0
1,3,1,0,136,6,3,0,0,0,0,0,2,1,0,0,0,1,1,1,1,0
1,3,1,0,44,6,3,0,0,0,0,0,2,3,0,1,1,1,4,1,1,0
1,3,1,0,136,6,3,0,0,0,0,0,2,2,0,0,1,3,3,1,1,0
1,4,1,0,136,6,3,0,0,0,0,0,2,3,0,0,1,3,1,1,1,0
1,2,1,0,82,6,3,0,0,0,0,0,2,3,0,0,1,2,2,1,1,0
1,4,1,0,136,4,3,0,0,0,0,1,2,3,0,0,1,1,2,1,1,0
1,4,1,0,60,6,3,0,0,0,0,0,2,3,0,0,1,1,3,1,1,0
1,1,1,3,26,6,3,0,0,0,0,0,2,3,0,1,1,1,1,1,1,0
1,4,1,0,57,6,3,0,0,0,0,0,2,1,0,0,0,3,1,1,1,0
1,3,1,0,136,3,1,0,0,0,0,0,2,2,0,0,0,1,3,1,1,0
1,3,1,0,16,6,3,0,0,0,0,0,2,3,0,0,1,1,3,1,1,0
1,4,1,0,30,6,3,0,0,0,0,0,2,2,0,0,1,1,3,1,1,0
1,1,1,0,153,6,3,0,0,0,0,0,2,3,0,0,1,1,3,1,1,0
1,1,1,0,136,6,3,0,0,0,0,0,2,2,0,0,1,2,1,1,1,0
1,2,1,3,7,6,3,0,0,0,0,0,2,4,0,2,1,1,2,1,1,0
1,3,1,0,82,6,3,0,0,0,0,0,2,3,0,2,1,3,2,1,2,1
1,3,1,0,16,6,3,0,0,0,0,0,2,4,0,0,1,3,3,1,1,0
1,4,1,2,30,6,3,0,0,0,0,0,2,4,0,0,0,1,3,1,1,0
1,4,1,3,82,6,3,0,0,0,0,0,2,2,0,0,1,3,2,1,1,0
1,3,1,0,136,6,3,0,0,0,0,0,2,2,0,0,0,3,1,1,1,0
1,4,1,0,136,4,3,0,0,0,0,1,2,3,0,0,1,1,2,1,1,0
1,2,1,0,44,6,3,0,0,0,0,0,2,2,0,1,1,3,3,1,1,0
1,3,1,0,44,6,3,0,0,0,0,0,2,4,0,0,1,3,4,1,1,0
1,4,1,2,136,5,3,0,0,0,1,0,3,2,0,1,0,2,2,1,1,0
1,3,2,0,60,6,3,0,0,0,0,0,2,4,0,1,1,3,3,1,2,0
1,1,2,0,60,6,3,0,0,0,0,0,2,4,0,0,1,1,1,1,2,0
1,2,1,0,170,6,3,0,0,0,0,0,2,4,0,1,1,2,2,1,1,0
1,4,1,0,124,6,3,0,0,0,0,0,2,3,0,0,1,1,3,1,1,0
1,2,1,0,52,6,3,0,0,0,0,0,2,3,0,1,1,1,1,1,1,0
1,4,1,0,136,4,3,0,0,0,0,1,2,3,0,0,1,1,1,1,1,0
1,2,1,0,136,4,3,0,0,0,1,0,3,3,0,0,1,3,3,1,1,0
1,3,1,0,57,4,3,0,0,0,0,0,3,1,0,0,1,1,2,0,1,0
1,4,1,3,30,6,3,0,0,0,0,0,2,2,0,0,1,1,4,1,1,0
1,4,1,0,82,6,3,0,0,0,0,0,2,2,0,0,1,1,3,1,1,0
1,4,1,0,82,6,3,0,0,0,1,0,2,2,0,0,1,1,3,1,1,0
1,3,1,0,26,6,3,0,0,0,0,0,2,4,0,0,1,1,4,1,2,1
1,2,1,3,82,6,3,0,0,0,0,0,2,1,0,0,1,2,3,1,1,0
1,4,1,0,136,4,3,0,0,0,0,0,3,3,0,0,1,1,1,1,1,0
1,4,1,2,136,5,3,0,1,0,0,0,3,3,0,2,0,1,4,1,2,1
1,2,1,0,30,3,1,0,0,0,2,0,2,3,0,2,1,2,2,1,1,0
1,2,1,0,77,6,3,0,0,0,1,0,2,1,0,0,0,2,3,1,1,0
1,2,1,3,60,6,3,0,0,0,1,0,2,3,0,1,1,1,1,1,1,0
1,4,1,3,136,6,3,0,0,0,0,0,2,1,0,0,1,1,3,1,1,0
1,4,1,0,52,6,3,0,0,0,0,0,2,2,0,0,1,3,1,1,1,0
1,2,1,0,52,6,3,0,0,0,0,0,2,3,0,0,1,2,3,1,2,1
1,3,1,0,82,6,3,0,0,0,1,0,2,3,0,3,1,3,2,1,1,0
1,2,1,0,136,6,3,0,0,0,0,0,2,4,0,1,1,1,4,1,1,0
1,3,2,0,170,6,3,0,0,0,0,0,2,4,0,1,1,2,1,1,2,0
1,3,1,0,141,6,3,0,0,0,0,0,2,3,0,0,1,1,1,1,1,0
1,2,1,0,60,6,3,0,0,0,0,0,2,4,0,1,0,1,1,1,1,0
1,4,1,0,134,6,3,0,0,0,0,0,2,2,0,0,1,1,3,1,1,0
1,3,1,0,57,6,3,0,0,0,0,0,2,3,0,0,1,3,2,1,1,0
1,2,1,0,136,5,3,0,0,0,1,0,3,3,0,0,1,1,2,1,1,0
1,3,1,0,44,6,3,0,0,0,0,0,2,4,0,1,0,1,3,1,1,0
1,1,1,0,136,5,3,0,0,0,0,0,2,1,0,0,0,3,1,1,1,0
1,3,1,0,141,6,3,0,0,0,1,0,2,4,0,0,0,3,1,1,2,1
1,2,1,3,136,6,3,0,0,0,0,0,2,4,0,0,1,1,1,1,1,0
1,1,1,0,57,6,3,0,0,0,1,0,2,4,0,1,1,2,1,1,1,0
1,2,1,0,141,6,3,0,0,0,0,0,2,4,0,1,0,1,2,1,1,0
1,1,1,0,136,3,1,0,1,0,0,0,2,2,0,2,1,1,4,1,1,0
1,3,2,3,60,6,3,0,0,0,0,0,2,3,0,0,1,1,2,1,2,0
1,4,1,0,136,4,3,0,0,0,0,1,2,2,0,0,1,1,1,1,1,0
1,4,1,0,136,4,3,0,0,0,0,1,2,1,0,0,1,2,1,1,1,0
1,2,1,2,52,3,1,0,0,0,1,0,2,4,0,0,0,2,1,1,1,0
1,3,1,0,57,6,3,0,0,0,0,0,2,4,0,1,1,1,2,1,1,0
1,3,1,0,136,5,3,0,0,0,0,1,2,2,0,0,1,3,1,1,1,0
1,2,1,0,134,6,3,0,0,0,0,0,2,4,0,0,1,2,2,1,2,1
1,2,1,3,77,6,3,0,0,0,0,0,2,2,0,1,1,1,2,1,1,0
1,3,1,0,136,6,3,0,0,0,0,0,2,1,0,0,0,2,3,1,1,0
1,1,1,3,82,6,3,0,0,0,0,0,2,2,0,1,1,3,1,1,1,0
1,3,1,0,136,5,3,0,0,0,0,0,3,2,0,0,1,2,2,1,1,0
1,2,1,0,82,6,3,0,0,0,0,0,2,4,0,0,1,2,2,1,2,1
1,4,2,2,82,6,3,0,0,0,0,0,2,4,0,3,1,1,3,1,2,0
1,2,1,0,136,3,1,0,0,0,0,0,2,1,0,0,0,1,2,1,1,0
1,1,1,0,44,6,3,0,0,0,0,0,2,3,0,0,1,3,1,1,1,0
1,2,1,0,136,6,3,0,0,0,0,0,2,4,0,0,1,1,4,1,1,0
1,4,1,2,136,5,3,0,0,0,0,0,0,2,0,0,0,3,4,1,1,0
1,1,1,0,136,1,1,1,0,2,0,0,2,1,0,2,1,1,1,1,1,0
1,4,1,0,57,6,3,0,0,0,4,0,2,3,0,1,1,1,1,1,2,1
1,2,1,0,52,6,3,0,0,0,0,0,2,4,0,0,0,1,1,1,2,1
1,2,1,0,136,6,3,0,0,0,0,0,2,2,0,1,0,1,4,1,2,1
1,2,1,0,60,6,3,0,0,0,0,0,2,1,0,0,0,2,3,1,1,0
1,3,2,0,136,6,3,0,0,0,0,0,2,4,0,1,1,1,1,1,2,1
1,2,1,4,136,4,1,0,0,0,1,0,3,1,0,0,0,3,2,0,1,0
1,2,1,3,136,6,3,0,0,0,0,0,2,3,0,1,1,3,2,1,1,0
1,3,1,0,170,6,3,0,0,0,0,0,2,4,0,0,0,3,2,1,2,1
1,3,1,0,136,5,3,0,0,0,2,0,3,1,0,0,1,1,1,0,1,0
1,4,1,0,57,6,3,0,0,0,0,0,2,2,0,0,1,1,4,1,1,0
1,2,1,0,57,6,3,0,0,0,0,0,2,4,0,2,1,2,2,1,1,0
1,2,1,0,136,5,3,0,0,0,0,0,2,2,0,1,1,1,1,1,1,0
1,2,1,3,136,6,3,0,0,0,0,0,2,2,0,0,1,1,1,1,1,0
1,4,1,0,136,5,3,0,0,0,0,1,2,2,0,0,1,3,4,1,1,0
1,2,2,2,57,6,3,0,0,0,0,0,2,4,0,1,1,2,4,1,2,0
1,2,1,0,136,0,0,0,0,0,1,0,2,3,0,0,1,1,4,0,1,0
1,3,1,0,124,6,3,0,0,0,0,0,2,4,0,0,1,1,1,1,2,1
1,2,1,0,52,0,0,0,0,0,0,0,3,3,0,0,1,1,1,1,1,0
1,1,1,0,136,6,3,0,0,0,0,0,2,3,0,0,0,1,1,0,1,0
1,2,1,2,57,6,3,0,0,0,0,0,2,4,0,1,1,1,2,1,1,0
1,4,1,0,52,6,3,0,0,0,0,0,2,4,0,0,0,1,2,1,1,0
1,4,1,0,26,6,3,0,0,0,0,0,3,1,0,0,0,1,1,1,1,0
1,4,1,0,57,6,3,0,0,0,1,0,2,4,0,0,1,2,2,1,2,1
1,1,1,3,57,6,3,0,0,0,0,0,2,4,0,1,1,3,2,1,1,0
1,4,1,3,26,6,3,0,0,0,0,0,2,3,0,1,1,1,3,1,1,0
1,3,1,2,136,3,1,0,0,0,3,0,2,4,0,0,0,1,3,1,1,0
1,3,1,2,136,6,3,0,0,0,0,0,2,4,0,1,1,3,3,1,1,0
1,3,2,0,60,6,3,0,0,0,0,0,2,4,0,0,1,3,2,1,2,0
1,4,1,2,60,6,3,0,0,0,0,0,2,4,0,1,1,1,4,1,2,1
1,2,2,0,136,6,3,0,0,0,0,0,2,4,0,1,1,1,3,1,2,0
1,2,1,0,136,6,3,0,0,0,0,0,2,4,0,0,0,2,3,1,1,0
1,4,1,4,136,4,3,0,0,0,0,1,2,1,0,0,0,3,2,1,1,0
1,4,1,0,124,6,3,0,0,0,0,0,2,4,0,0,1,1,3,1,1,0
1,4,2,0,134,6,3,0,0,0,0,0,2,3,0,1,1,2,4,1,2,0
1,4,1,3,170,6,3,0,0,0,0,0,2,3,0,1,1,1,2,1,1,0
1,3,1,0,136,6,3,0,0,0,0,0,2,1,0,1,0,1,1,1,1,0
1,2,2,0,26,6,3,0,0,0,2,0,2,4,0,2,1,2,4,1,2,0
1,3,1,0,127,6,3,0,0,0,0,0,2,2,0,3,1,1,3,1,1,0
